id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New
cs/0109033v1,CLP versus LS on Log-based Reconciliation Problems,"nomadic applications create replicas of shared objects that evolve independently while they are disconnected. when reconnecting, the system has to reconcile the divergent replicas. in the log-based approach to reconciliation, such as in the icecube system, the input is a common initial state and logs of actions that were performed on each replica. the output is a consistent global schedule that maximises the number of accepted actions. the reconciler merges the logs according to the schedule, and replays the operations in the merged log against the initial state, yielding to a reconciled common final state.   in this paper, we show the np-completeness of the log-based reconciliation problem and present two programs for solving it. firstly, a constraint logic program (clp) that uses integer constraints for expressing precedence constraints, boolean constraints for expressing dependencies between actions, and some heuristics for guiding the search. secondly, a stochastic local search method with tabu heuristic (ls), that computes solutions in an incremental fashion but does not prove optimality. one difficulty in the ls modeling lies in the handling of both boolean variables and integer variables, and in the handling of the objective function which differs from a max-csp problem. preliminary evaluation results indicate better performance for the clp program which, on somewhat realistic benchmarks, finds nearly optimal solutions up to a thousands of actions and proves optimality up to a hundreds of actions.",Francois Fages,http://arxiv.org/pdf/cs/0109033v1,2001-09-18T19:16:30Z,2001-09-18T19:16:30Z,cs.PL,"['cs.PL', 'D.1.6; D.3.2']",2001,cs
cs/0110025v2,"Recognizing When Heuristics Can Approximate Minimum Vertex Covers Is
  Complete for Parallel Access to NP","for both the edge deletion heuristic and the maximum-degree greedy heuristic, we study the problem of recognizing those graphs for which that heuristic can approximate the size of a minimum vertex cover within a constant factor of r, where r is a fixed rational number. our main results are that these problems are complete for the class of problems solvable via parallel access to np. to achieve these main results, we also show that the restriction of the vertex cover problem to those graphs for which either of these heuristics can find an optimal solution remains np-hard.",Edith Hemaspaandra,http://arxiv.org/pdf/cs/0110025v2,2001-10-10T15:02:35Z,2005-01-25T10:30:23Z,cs.CC,"['cs.CC', 'F.1.3; F.2.2']",2001,cs
cs/0101020v2,More Robust Multiparty Protocols with Oblivious Transfer,"with oblivious transfer multiparty protocols become possible even in the presence of a faulty majority. but all known protocols can be aborted by just one disruptor.   this paper presents more robust solutions for multiparty protocols with oblivious transfer. this additional robustness against disruptors weakens the security of the protocol and the guarantee that the result is correct. we can observe a trade off between robustness against disruption and security and correctness.   we give an application to quantum multiparty protocols. these allow the implementation of oblivious transfer and the protocols of this paper relative to temporary assumptions, i.e., the security increases after the termination of the protocol.",J. Mueller-Quade,http://arxiv.org/pdf/cs/0101020v2,2001-01-22T10:17:59Z,2001-06-22T21:37:57Z,cs.CR,"['cs.CR', 'D.4.6']",2001,cs
cs/0110009v1,"Algorithmic Self-Assembly of DNA Tiles and its Application to
  Cryptanalysis","the early promises of dna computing to deliver a massively parallel architecture well-suited to computationally hard problems have so far been largely unkept. indeed, it is probably fair to say that only toy problems have been addressed experimentally. recent experimental development on algorithmic self-assembly using dna tiles seem to offer the most promising path toward a potentially useful application of the dna computing concept. in this paper, we explore new geometries for algorithmic self-assembly, departing from those previously described in the literature. this enables us to carry out mathematical operations like binary multiplication or cyclic convolution product. we then show how to use the latter operation to implement an attack against the well-known public-key crypto system ntru.",Olivier Pelletier,http://arxiv.org/pdf/cs/0110009v1,2001-10-02T15:58:18Z,2001-10-02T15:58:18Z,cs.CR,"['cs.CR', 'E.3;F.1.1']",2001,cs
cs/0111045v1,"The Overview of the National Ignition Facility Distributed Computer
  Control System","the integrated computer control system (iccs) for the national ignition facility (nif) is a layered architecture of 300 front-end processors (fep) coordinated by supervisor subsystems including automatic beam alignment and wavefront control, laser and target diagnostics, pulse power, and shot control timed to 30 ps. fep computers incorporate either vxworks on powerpc or solaris on ultrasparc processors that interface to over 45,000 control points attached to vme-bus or pci-bus crates respectively. typical devices are stepping motors, transient digitizers, calorimeters, and photodiodes. the front-end layer is divided into another segment comprised of an additional 14,000 control points for industrial controls including vacuum, argon, synthetic air, and safety interlocks implemented with allen-bradley programmable logic controllers (plcs). the computer network is augmented asynchronous transfer mode (atm) that delivers video streams from 500 sensor cameras monitoring the 192 laser beams to operator workstations. software is based on an object-oriented framework using corba distribution that incorporates services for archiving, machine configuration, graphical user interface, monitoring, event logging, scripting, alert management, and access control. software coding using a mixed language environment of ada95 and java is one-third complete at over 300 thousand source lines. control system installation is currently under way for the first 8 beams, with project completion scheduled for 2008.",L. J. Lagin,http://arxiv.org/pdf/cs/0111045v1,2001-11-16T22:04:52Z,2001-11-16T22:04:52Z,cs.SE,"['cs.SE', 'J.2']",2001,cs
cs/0109103v2,"Leveraging Software, Advocating Ideology: Free Software and Open Source","this paper uses the software program linux and the discourse around it in order to examine how software programs can be used to articulate and defend social and economic positions. although i do not use the term ""expression"" in a strict legal sense, i claim that in order to make policy decisions involving software, it is important to understand how the functionality of software is expressive. another way to state this is that software programs like linux are socially meaningful through functionality and talk about functionality.   in section i, i review some recent legal scholarship about software and explain why understanding how embedded technical expression works is important given the increasingly large role of software in governance. in section ii, i explore software construction as a combination of social and technical practices. in section iii, i describe some examples of meaning-making around the software program linux. in section iv i conclude with a short description of why such analyses are important.",Matt Ratto,http://arxiv.org/pdf/cs/0109103v2,2001-09-25T00:37:13Z,2001-10-26T01:59:51Z,cs.CY,"['cs.CY', 'K.4.m Miscellaneous']",2001,cs
cs/0109052v1,"Globalization and Governance in Cyberspace: Mapping the Processes of
  Emergent Regime Formation in Global Information and Communications Policy","this paper develops a theoretical perspective on globalization and the information society and combines it with a critical usage of international regime theory as a heuristic for understanding the current historical period of transition from an international telecommunicaitons regime (cowhey, 1990; 1994) to a new and complex regime aimed at providing governance for the global information infrastructure and global information society (gii/gis). in analyzing the principles, values, norms, rules, collective decision-making prdocedures, and enforcement mechanisms of the emergent gii/gis regime, this paper differentiates between three regime levels: (1) macro-regime--global; (2) mezzo-regime--regional and sub-regional; and (3) micro-regime--national. the paper employs a case-study approach to explore some of the specific national responses (i.e. south africa) to this regime transition, with an analysis of potential best practices and lessons learned for other emerging economies. key findings in this paper are: (1) that a range of social, political, economic, and technological factors are eroding the existing international telecommunications regime (e.g., voip;, call-back, vsats, accounting rate restructuring, pressure for applicaitons development, and smmes); (2) a new regime for global information and communicaitons policy is emerging, but is being driven not by the broad possibilities of the information society, but by the more specific interests of global and multi-national corporations related to global e-commerce; (3) numerous strategic responses have been developed at national, subregional, and regional levels to the challenges of this transition in both developed and developing regions; and (4) without a collaborative response, the developing world will be further marginalized by this new regime.",Derrick L. Cogburn,http://arxiv.org/pdf/cs/0109052v1,2001-09-24T01:39:18Z,2001-09-24T01:39:18Z,cs.CY,"['cs.CY', 'K.4.m Miscellaneous']",2001,cs
cs/0111027v2,"Upgrade of Spring-8 Beamline Network with Vlan Technology Over Gigabit
  Ethernet","the beamline network system at spring-8 consists of three lans; a bl-lan for beamline component control, a bl-user-lan for beamline experimental users and an oa-lan for the information services. these lans are interconnected by a firewall system. since the network traffic and the number of beamlines have increased, we upgraded the backbone of bl-user-lan from fast ethernet to gigabit ethernet. and then, to establish the independency of a beamline and to raise flexibility of every beamline, we also introduced the ieee802.1q virtual lan (vlan) technology into the bl-user-lan. we discuss here a future plan to build the firewall system with hardware load balancers.",M. Ishii,http://arxiv.org/pdf/cs/0111027v2,2001-11-09T08:03:06Z,2001-12-17T05:15:50Z,cs.NI,"['cs.NI', 'C.2.1']",2001,cs
cs/0106001v1,Approximating the satisfiability threshold for random k-XOR-formulas,"in this paper we study random linear systems with $k$ variables per equation over the finite field gf(2), or equivalently $k$-xor-cnf formulas. in a previous paper creignou and daud\'e proved that the phase transition for the consistency (satisfiability) of such systems (formulas) exhibits a sharp threshold. here we prove that the phase transition occurs as the number of equations (clauses) is proportional to the number of variables. for any $k\ge 3$ we establish first estimates for the critical ratio. for $k=3$ we get 0.93 as an upper bound, 0.89 as a lower bound, whereas experiments suggest that the critical ratio is approximately 0.92.",Nadia Creignou,http://arxiv.org/pdf/cs/0106001v1,2001-06-01T13:15:54Z,2001-06-01T13:15:54Z,cs.DM,"['cs.DM', 'F.2.1; G.2m; G.3']",2001,cs
cs/0109015v1,Boosting Trees for Anti-Spam Email Filtering,"this paper describes a set of comparative experiments for the problem of automatically filtering unwanted electronic mail messages. several variants of the adaboost algorithm with confidence-rated predictions [schapire & singer, 99] have been applied, which differ in the complexity of the base learners considered. two main conclusions can be drawn from our experiments: a) the boosting-based methods clearly outperform the baseline learning algorithms (naive bayes and induction of decision trees) on the pu1 corpus, achieving very high levels of the f1 measure; b) increasing the complexity of the base learners allows to obtain better ``high-precision'' classifiers, which is a very important issue when misclassification costs are considered.",Xavier Carreras,http://arxiv.org/pdf/cs/0109015v1,2001-09-13T14:52:41Z,2001-09-13T14:52:41Z,cs.CL,"['cs.CL', 'I.2.7;I.5.4']",2001,cs
cs/0109026v1,"Conceptualising Regulatory Change - Explaining Shifts in
  Telecommunications Governance","drawing on perspectives from telecommunications policy and neo-gramscian understandings of international political economy, this paper offers an explanation and analysis of the shifting patterns of regulation which have been evident in the telecommunications sector in recent years. it aims to illustrate explain and explore the implications of the movement of regulatory sovereignty away from the nation-state, through regional conduits, to global organisations in the crystallisation of a world system of telecommunications governance.   our central argument is that telecommunications governance has evolved from a regulatory arena characterised, in large part, by national diversity, to one wherein a more convergent global multilayered system is emerging. we suggest that the epicentre of this regulatory system is the relatively new world trade organisation (wto). working in concert with the wto are existing well-established nodes regulation. in further complement, we see regional regulatory projects, notably the european union (eu), as important conduits and nodes of regulation in the consolidation of a global regulatory regime.   by way of procedure, we first explore the utility of a neo-gramscian approach for understanding the development of global regulatory frameworks. second, we survey something of the recent history - and, in extension, conventional wisdom - of telecommunications regulation at national and regional levels. third, we demonstrate how a multilayered system of global telecommunications regulation has emerged centred around the regulatory authority of the wto. finally, we offer our concluding comments.",Seamus Simpson,http://arxiv.org/pdf/cs/0109026v1,2001-09-18T08:52:35Z,2001-09-18T08:52:35Z,cs.CY,"['cs.CY', 'K.4.m Miscellaneous']",2001,cs
cs/0107004v1,On Concurrent and Resettable Zero-Knowledge Proofs for NP,"a proof is concurrent zero-knowledge if it remains zero-knowledge when many copies of the proof are run in an asynchronous environment, such as the internet. it is known that zero-knowledge is not necessarily preserved in such an environment. designing concurrent zero-knowledge proofs is a fundamental issue in the study of zero-knowledge since known zero-knowledge protocols cannot be run in a realistic modern computing environment. in this paper we present a concurrent zero-knowledge proof systems for all languages in np. currently, the proof system we present is the only known proof system that retains the zero-knowledge property when copies of the proof are allowed to run in an asynchronous environment. our proof system has $\tilde{o}(\log^2 k)$ rounds (for a security parameter $k$), which is almost optimal, as it is shown by canetti kilian petrank and rosen that black-box concurrent zero-knowledge requires $\tilde{\omega}(\log k)$ rounds.   canetti, goldreich, goldwasser and micali introduced the notion of {\em resettable} zero-knowledge, and modified an earlier version of our proof system to obtain the first resettable zero-knowledge proof system. this protocol requires $k^{\theta(1)}$ rounds. we note that their technique also applies to our current proof system, yielding a resettable zero-knowledge proof for np with $\tilde{o}(\log^2 k)$ rounds.",Joe Kilian,http://arxiv.org/pdf/cs/0107004v1,2001-07-03T18:28:24Z,2001-07-03T18:28:24Z,cs.CR,"['cs.CR', 'D.4.6']",2001,cs
cs/0105010v1,On Assessing the Complexity of Software Architectures,this paper proposes some new architectural metrics which are appropriate for evaluating the architectural attributes of a software system. the main feature of our approach is to assess the complexity of a software architecture by analyzing various types of architectural dependences in the architecture.,Jianjun Zhao,http://arxiv.org/pdf/cs/0105010v1,2001-05-05T09:18:11Z,2001-05-05T09:18:11Z,cs.SE,"['cs.SE', 'D.2.8; D.2.11']",2001,cs
cs/0112017v1,Using Structural Metadata to Localize Experience of Digital Content,"with the increasing technical sophistication of both information consumers and providers, there is increasing demand for more meaningful experiences of digital information. we present a framework that separates digital object experience, or rendering, from digital object storage and manipulation, so the rendering can be tailored to particular communities of users. our framework also accommodates extensible digital object behaviors and interoperability. the two key components of our approach are 1) exposing structural metadata associated with digital objects -- metadata about the labeled access points within a digital object and 2) information intermediaries called context brokers that match structural characteristics of digital objects with mechanisms that produce behaviors. these context brokers allow for localized rendering of digital information stored externally.",Naomi Dushay,http://arxiv.org/pdf/cs/0112017v1,2001-12-14T18:55:11Z,2001-12-14T18:55:11Z,cs.DL,"['cs.DL', 'H.3.7']",2001,cs
cs/0112022v2,Faster Algorithm of String Comparison,"in many applications, it is necessary to determine the string similarity. edit distance[wf74] approach is a classic method to determine field similarity. a well known dynamic programming algorithm [gus97] is used to calculate edit distance with the time complexity o(nm). (for worst case, average case and even best case) instead of continuing with improving the edit distance approach, [ll+99] adopted a brand new approach-token-based approach. its new concept of token-base-retain the original semantic information, good time complex-o(nm) (for worst, average and best case) and good experimental performance make it a milestone paper in this area. further study indicates that there is still room for improvement of its field similarity algorithm. our paper is to introduce a package of substring-based new algorithms to determine field similarity. combined together, our new algorithms not only achieve higher accuracy but also gain the time complexity o(knm) (k<0.75) for worst case, o(*n) where <6 for average case and o(1) for best case. throughout the paper, we use the approach of comparative examples to show higher accuracy of our algorithms compared to the one proposed in [ll+99]. theoretical analysis, concrete examples and experimental result show that our algorithms can significantly improve the accuracy and time complexity of the calculation of field similarity. [us97] d. guseld. algorithms on strings, trees and sequences, in computer science and computational biology. [ll+99] mong li lee, cleansing data for mining and warehousing, in proceedings of the 10th international conference on database and expert systems applications (dexa99), pages 751-760,august 1999. [wf74] r. wagner and m. fisher, the string to string correction problem, jacm 21 pages 168-173, 1974.",Qi Xiao Yang,http://arxiv.org/pdf/cs/0112022v2,2001-12-21T05:58:12Z,2001-12-25T21:29:22Z,cs.DS,"['cs.DS', 'I.1.2']",2001,cs
cs/0104021v2,Disjunction and modular goal-directed proof search,"this paper explores goal-directed proof search in first-order multi-modal logic. the key issue is to design a proof system that respects the modularity and locality of assumptions of many modal logics. by forcing ambiguities to be considered independently, modular disjunctions in particular can be used to construct efficiently executable specifications in reasoning tasks involving partial information that otherwise might require prohibitive search. to achieve this behavior requires prior proof-theoretic justifications of logic programming to be extended, strengthened, and combined with proof-theoretic analyses of modal deduction in a novel way.",Matthew Stone,http://arxiv.org/pdf/cs/0104021v2,2001-04-30T14:23:50Z,2002-06-05T03:23:53Z,cs.LO,"['cs.LO', 'F.4.1; I.2.3; I.2.4']",2001,cs
cs/0109115v2,Prospects for Improving Competition in Mobile Roaming,"the ability to make international roaming calls is of increasing importance to customers in europe. this contrasts with various complaints that retail prices of roaming calls are rigid and excessive. the focus if the paper is on wholesale roaming, which is the prime determinant of retail roaming prices. the paper analyses the structural conditions of wholesale roaming markets that have impaired incentives to competition, namely high combined market share of the two leading gsm 900 operators combined with second mover disadvantages for new entrant gsm 1800 operators, and demand externalities. the paper argues that a number of developments are under way that are likely to modify this situation in the future. with the introduction of sim over-the-air programming, home mobile operators will be able to direct customers to networks with the lowest charges. as dual mode handsets become ubiquitous and as new entrant gsm 1800 operators reach nationwide coverage, second-mover disadvantages will disappear. given the relatively small roaming volumes that gsm 1800 operators currently provide, they should have an incentive to lower charges in exchange for preferred roaming status. on the demand side of wholesale roaming markets, it will be the larger gsm 900 operators, and in particular those with a pan-european footprint, that will ask for lower charges in exchange for preferred roaming status. this could discriminate against mobile operators in downstream retail markets that do not have a pan-european footprint and that lack the bargaining power. however, arbitrage by roaming brokers, new entry and wider geographical markets on the retail roaming level will work against this.",Ulrich Stumpf,http://arxiv.org/pdf/cs/0109115v2,2001-09-26T13:46:21Z,2001-10-22T09:07:54Z,cs.CY,"['cs.CY', 'K.4.m Miscellaneous']",2001,cs
cs/0102016v1,A Scientific Data Management System for Irregular Applications,"many scientific applications are i/o intensive and generate or access large data sets, spanning hundreds or thousands of ""files."" management, storage, efficient access, and analysis of this data present an extremely challenging task. we have developed a software system, called scientific data manager (sdm), that uses a combination of parallel file i/o and database support for high-performance scientific data management. sdm provides a high-level api to the user and internally, uses a parallel file system to store real data and a database to store application-related metadata. in this paper, we describe how we designed and implemented sdm to support irregular applications. sdm can efficiently handle the reading and writing of data in an irregular mesh as well as the distribution of index values. we describe the sdm user interface and how we implemented it to achieve high performance. sdm makes extensive use of mpi-io's noncontiguous collective i/o functions. sdm also uses the concept of a history file to optimize the cost of the index distribution using the metadata stored in the database. we present performance results with two irregular applications, a cfd code called fun3d and a rayleigh-taylor instability code, on the sgi origin2000 at argonne national laboratory.",Jaechun No,http://arxiv.org/pdf/cs/0102016v1,2001-02-20T20:17:22Z,2001-02-20T20:17:22Z,cs.DC,"['cs.DC', 'B.4; B.4.3']",2001,cs
cs/0107002v1,Enhancing Constraint Propagation with Composition Operators,"constraint propagation is a general algorithmic approach for pruning the search space of a csp. in a uniform way, k. r. apt has defined a computation as an iteration of reduction functions over a domain. he has also demonstrated the need for integrating static properties of reduction functions (commutativity and semi-commutativity) to design specialized algorithms such as ac3 and dac. we introduce here a set of operators for modeling compositions of reduction functions. two of the major goals are to tackle parallel computations, and dynamic behaviours (such as slow convergence).",Laurent Granvilliers,http://arxiv.org/pdf/cs/0107002v1,2001-07-02T08:08:39Z,2001-07-02T08:08:39Z,cs.AI,"['cs.AI', 'F.4.1; D.3.3']",2001,cs
cs/0109093v4,"Open Access to Monopoly Cable Platforms Versus Direct Access To
  Competitive International Telecommunications Satellite Facilities: A Study In
  Contrasts","in 1999, the fcc authorized direct access to intelsat, allowing intelsat's u.s. customers and competitors to bypass intelsat's u.s. retail affiliate (comsat), and to take satellite capacity at wholesale prices directly from intelsat. this policy was modeled in many respects on the access and unbundling requirements applicable to domestic incumbent local exchange carriers (ilecs) under the telecommunications act of 1996. at the same time, incumbent domestic cable tv system operators have not been required to provide wholesale open access to competitive internet service providers (isps) seeking to provide residential broadband internet service through existing proprietary cable facilities. yet the policy arguments favoring open access to incumbent domestic cable systems appear to be stronger than those favoring direct access to intelsat.   for example, it may be fairly debated whether entrenched cable system operators are now positioned to unfairly leverage their dominance in the multichannel video programming distribution (mvpd) market to thwart competition in the broadband isp market, as some cable open access advocates assert. in contrast, it is clear that no analogous issues of tying were implicated by intelsat in 1999, when its position in the international telecommunications market was substantially nondominant and, in any event, it had no new product to tie to its established offerings. similarly, while it may be debated whether or not a cable plant is a bottleneck facility that gatekeeps broadband internet for many residential users, it is beyond cavil that intelsat in 1999 controlled virtually no such bottleneck facilities.",Ken Katkin,http://arxiv.org/pdf/cs/0109093v4,2001-09-24T22:21:00Z,2002-04-14T22:09:12Z,cs.CY,"['cs.CY', 'K.4.m']",2001,cs
cs/0106051v1,"Users Guide for SnadiOpt: A Package Adding Automatic Differentiation to
  Snopt","snadiopt is a package that supports the use of the automatic differentiation package adifor with the optimization package snopt. snopt is a general-purpose system for solving optimization problems with many variables and constraints. it minimizes a linear or nonlinear function subject to bounds on the variables and sparse linear or nonlinear constraints. it is suitable for large-scale linear and quadratic programming and for linearly constrained optimization, as well as for general nonlinear programs. the method used by snopt requires the first derivatives of the objective and constraint functions to be available. the snadiopt package allows users to avoid the time-consuming and error-prone process of evaluating and coding these derivatives. given fortran code for evaluating only the values of the objective and constraints, snadiopt automatically generates the code for evaluating the derivatives and builds the relevant snopt input files and sparse data structures.",E. Michael Gertz,http://arxiv.org/pdf/cs/0106051v1,2001-06-25T19:30:10Z,2001-06-25T19:30:10Z,cs.MS,"['cs.MS', 'G.1.6; G.1.4']",2001,cs
cs/0111011v1,Sintesi di algoritmi con SKY,"this paper describes the semantics and ideas about sky, a logic programming language intended in order to specify algorithmic strategies for the evaluation of problems.",Giovambattista Ianni,http://arxiv.org/pdf/cs/0111011v1,2001-11-06T17:02:25Z,2001-11-06T17:02:25Z,cs.LO,"['cs.LO', 'D.1.6']",2001,cs
cs/0110037v1,"Practical Aspects for a Working Compile Time Garbage Collection System
  for Mercury","compile-time garbage collection (ctgc) is still a very uncommon feature within compilers. in previous work we have developed a compile-time structure reuse system for mercury, a logic programming language. this system indicates which datastructures can safely be reused at run-time. as preliminary experiments were promising, we have continued this work and have now a working and well performing near-to-ship ctgc-system built into the melbourne mercury compiler (mmc).   in this paper we present the multiple design decisions leading to this system, we report the results of using ctgc for a set of benchmarks, including a real-world program, and finally we discuss further possible improvements. benchmarks show substantial memory savings and a noticeable reduction in execution time.",Nancy Mazur,http://arxiv.org/pdf/cs/0110037v1,2001-10-17T16:20:33Z,2001-10-17T16:20:33Z,cs.PL,"['cs.PL', 'D.3.4;I.2.3']",2001,cs
cs/0108010v3,A Note on Tiling under Tomographic Constraints,"given a tiling of a 2d grid with several types of tiles, we can count for every row and column how many tiles of each type it intersects. these numbers are called the_projections_. we are interested in the problem of reconstructing a tiling which has given projections. some simple variants of this problem, involving tiles that are 1x1 or 1x2 rectangles, have been studied in the past, and were proved to be either solvable in polynomial time or np-complete. in this note we make progress toward a comprehensive classification of various tiling reconstruction problems, by proving np-completeness results for several sets of tiles.",Marek Chrobak,http://arxiv.org/pdf/cs/0108010v3,2001-08-21T10:29:32Z,2002-04-19T10:45:05Z,cs.CC,"['cs.CC', 'F.2.2; G.2.1']",2001,cs
cs/0107006v1,"Looking Under the Hood : Tools for Diagnosing your Question Answering
  Engine","in this paper we analyze two question answering tasks : the trec-8 question answering task and a set of reading comprehension exams. first, we show that q/a systems perform better when there are multiple answer opportunities per question. next, we analyze common approaches to two subproblems: term overlap for answer sentence identification, and answer typing for short answer extraction. we present general tools for analyzing the strengths and limitations of techniques for these subproblems. our results quantify the limitations of both term overlap and answer typing to distinguish between competing answer candidates.",Eric Breck,http://arxiv.org/pdf/cs/0107006v1,2001-07-03T18:06:05Z,2001-07-03T18:06:05Z,cs.CL,"['cs.CL', 'I.2.7']",2001,cs
cs/0111006v1,Proliferation of SDDS Support for Various Platforms and Languages,"since self-describing data sets (sdds) were first introduced, the source code has been ported to many different operating systems and various languages. sdds is now available in c, tcl, java, fortran, and python. all of these versions are supported on solaris, linux, and windows. the c version of sdds is also supported on vxworks. with the recent addition of the java port, sdds can now be deployed on virtually any operating system. due to this proliferation, sdds files serve to link not only a collection of c programs, but programs and scripts in many languages on different operating systems. the platform independent binary feature of sdds also facilitates portability among operating systems. this paper presents an overview of various benefits of sdds platform interoperability.",Robert Soliday,http://arxiv.org/pdf/cs/0111006v1,2001-11-05T18:14:16Z,2001-11-05T18:14:16Z,cs.DB,"['cs.DB', 'H.2.8']",2001,cs
cs/0102002v1,On the Automated Classification of Web Sites,"in this paper we discuss several issues related to automated text classification of web sites. we analyze the nature of web content and metadata in relation to requirements for text features. we find that html metatags are a good source of text features, but are not in wide use despite their role in search engine rankings. we present an approach for targeted spidering including metadata extraction and opportunistic crawling of specific semantic hyperlinks. we describe a system for automatically classifying web sites into industry categories and present performance results based on different combinations of text features and training data. this system can serve as the basis for a generalized framework for automated metadata creation.",John M. Pierre,http://arxiv.org/pdf/cs/0102002v1,2001-02-01T23:03:49Z,2001-02-01T23:03:49Z,cs.IR,"['cs.IR', 'H.3.3; I.5.2; H.5.4']",2001,cs
cs/0108017v1,Security Considerations for Remote Electronic Voting over the Internet,"this paper discusses the security considerations for remote electronic voting in public elections. in particular, we examine the feasibility of running national federal elections over the internet. the focus of this paper is on the limitations of the current deployed infrastructure in terms of the security of the hosts and the internet itself. we conclude that at present, our infrastructure is inadequate for remote internet voting.",Aviel D. Rubin,http://arxiv.org/pdf/cs/0108017v1,2001-08-25T16:28:22Z,2001-08-25T16:28:22Z,cs.CR,"['cs.CR', 'K.4.1']",2001,cs
cs/0105019v1,Robust Probabilistic Predictive Syntactic Processing,"this thesis presents a broad-coverage probabilistic top-down parser, and its application to the problem of language modeling for speech recognition. the parser builds fully connected derivations incrementally, in a single pass from left-to-right across the string. we argue that the parsing approach that we have adopted is well-motivated from a psycholinguistic perspective, as a model that captures probabilistic dependencies between lexical items, as part of the process of building connected syntactic structures. the basic parser and conditional probability models are presented, and empirical results are provided for its parsing accuracy on both newspaper text and spontaneous telephone conversations. modifications to the probability model are presented that lead to improved performance. a new language model which uses the output of the parser is then defined. perplexity and word error rate reduction are demonstrated over trigram models, even when the trigram is trained on significantly more data. interpolation on a word-by-word basis with a trigram model yields additional improvements.",Brian Roark,http://arxiv.org/pdf/cs/0105019v1,2001-05-09T17:01:10Z,2001-05-09T17:01:10Z,cs.CL,"['cs.CL', 'I.2.7']",2001,cs
cs/0101013v1,A Classification of Symbolic Transition Systems,"we define five increasingly comprehensive classes of infinite-state systems, called sts1--5, whose state spaces have finitary structure. for four of these classes, we provide examples from hybrid systems.",Thomas A. Henzinger,http://arxiv.org/pdf/cs/0101013v1,2001-01-16T20:17:30Z,2001-01-16T20:17:30Z,cs.LO,"['cs.LO', 'F.3.1']",2001,cs
cs/0107005v1,The Role of Conceptual Relations in Word Sense Disambiguation,"we explore many ways of using conceptual distance measures in word sense disambiguation, starting with the agirre-rigau conceptual density measure. we use a generalized form of this measure, introducing many (parameterized) refinements and performing an exhaustive evaluation of all meaningful combinations. we finally obtain a 42% improvement over the original algorithm, and show that measures of conceptual distance are not worse indicators for sense disambiguation than measures based on word-coocurrence (exemplified by the lesk algorithm). our results, however, reinforce the idea that only a combination of different sources of knowledge might eventually lead to accurate word sense disambiguation.",David Fernandez-Amoros,http://arxiv.org/pdf/cs/0107005v1,2001-07-03T10:27:44Z,2001-07-03T10:27:44Z,cs.CL,"['cs.CL', 'I.2.7']",2001,cs
cs/0109088v1,Value of Usage and Seller's Listing Behavior in Internet Auctions,"in this paper, we aim to empirically examine the value of website usage and sellers' listing behavior in the two leading internet auctions sites, ebay and yahoo!auctions. the descriptive data analysis of the seller's equilibrium listing behavior indicates that a seller's higher expected auction revenue from ebay is correlated with a lager number of potential bidders measured by website usage per listing. our estimation results, based on the logarithm specifications of sellers' expected auction revenues and potential bidders' website usage, show that in a median case, (i) 1 percent increase of the unique visitors (page views) per listed item induces 0.022 (0.007) percent increase of a seller's expected auction revenue; and (ii) 1 percent increase of sellers' listings induces 1.99 (4.74) percent increase of the unique visitors (page views). since increased expected auction revenues will induce more listings, we can infer positive feedback effects between the number of listings and website usage. consequently, yahoo!auctions, which has substantially less listings, has greater incentives to increase listings via these feedback effects which are reflected in its fee schedules.",Sangin Park,http://arxiv.org/pdf/cs/0109088v1,2001-09-24T21:28:34Z,2001-09-24T21:28:34Z,cs.CY,"['cs.CY', 'K.4.m Miscellaneous']",2001,cs
cs/0111034v1,Experiences with advanced CORBA services,"the common object request broker architecture (corba) is successfully used in many control systems (cs) for data transfer and device modeling. communication rates below 1 millisecond, high reliability, scalability, language independence and other features make it very attractive. for common types of applications like error logging, alarm messaging or slow monitoring, one can benefit from standard corba services that are implemented by third parties and save tremendous amount of developing time. we have started using few corba services on our previous corba-based control system for the light source anka [1] and use now several corba services for the alma common software (acs) [2], the core of the control system of the atacama large millimeter array. our experiences with the interface repository (ifr), the implementation repository, the naming service, the property service, telecom log service and the notify service from different vendors are presented. performance and scalability benchmarks have been performed.",G. Milcinski,http://arxiv.org/pdf/cs/0111034v1,2001-11-09T22:33:58Z,2001-11-09T22:33:58Z,cs.PF,"['cs.PF', 'D.m']",2001,cs
cs/0104002v1,Replica Selection in the Globus Data Grid,"the globus data grid architecture provides a scalable infrastructure for the management of storage resources and data that are distributed across grid environments. these services are designed to support a variety of scientific applications, ranging from high-energy physics to computational genomics, that require access to large amounts of data (terabytes or even petabytes) with varied quality of service requirements. by layering on a set of core services, such as data transport, security, and replica cataloging, one can construct various higher-level services. in this paper, we discuss the design and implementation of a high-level replica selection service that uses information regarding replica location and user preferences to guide selection from among storage replica alternatives. we first present a basic replica selection service design, then show how dynamic information collected using globus information service capabilities concerning storage system properties can help improve and optimize the selection process. we demonstrate the use of condor's classads resource description and matchmaking mechanism as an efficient tool for representing and matching storage resource capabilities and policies against application requirements.",Sudharshan Vazhkudai,http://arxiv.org/pdf/cs/0104002v1,2001-04-02T18:19:06Z,2001-04-02T18:19:06Z,cs.DC,"['cs.DC', 'C.1.4']",2001,cs
