id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New,Subcategory
cs/0507005v1,"A Genetic Algorithm Based Finger Selection Scheme for UWB MMSE Rake
  Receivers","due to a large number of multipath components in a typical ultra wideband (uwb) system, selective rake (srake) receivers, which combine energy from a subset of multipath components, are commonly employed. in order to optimize system performance, an optimal selection of multipath components to be employed at fingers of an srake receiver needs to be considered. in this paper, this finger selection problem is investigated for a minimum mean square error (mmse) uwb srake receiver. since the optimal solution is np hard, a genetic algorithm (ga) based iterative scheme is proposed, which can achieve near-optimal performance after a reasonable number of iterations. simulation results are presented to compare the performance of the proposed finger selection algorithm with those of the conventional and optimal schemes.",Sinan Gezici,http://arxiv.org/pdf/cs/0507005v1,2005-07-04T05:08:37Z,2005-07-04T05:08:37Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0502079v1,Multilevel expander codes,we define multilevel codes on bipartite graphs that have properties analogous to multilevel serial concatenations. a decoding algorithm is described that corrects a proportion of errors equal to half the blokh-zyablov bound on the minimum distance. the error probability of this algorithm has exponent similar to that of serially concatenated multilevel codes.,Alexander Barg,http://arxiv.org/pdf/cs/0502079v1,2005-02-19T02:48:34Z,2005-02-19T02:48:34Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0508072v1,"On Achievable Rates and Complexity of LDPC Codes for Parallel Channels
  with Application to Puncturing","this paper considers the achievable rates and decoding complexity of low-density parity-check (ldpc) codes over statistically independent parallel channels. the paper starts with the derivation of bounds on the conditional entropy of the transmitted codeword given the received sequence at the output of the parallel channels; the component channels are considered to be memoryless, binary-input, and output-symmetric (mbios). these results serve for the derivation of an upper bound on the achievable rates of ensembles of ldpc codes under optimal maximum-likelihood (ml) decoding when their transmission takes place over parallel mbios channels. the paper relies on the latter bound for obtaining upper bounds on the achievable rates of ensembles of randomly and intentionally punctured ldpc codes over mbios channels. the paper also provides a lower bound on the decoding complexity (per iteration) of ensembles of ldpc codes under message-passing iterative decoding over parallel mbios channels; the bound is given in terms of the gap between the rate of these codes for which reliable communication is achievable and the channel capacity. the paper presents a diagram which shows interconnections between the theorems introduced in this paper and some other previously reported results. the setting which serves for the derivation of the bounds on the achievable rates and decoding complexity is general, and the bounds can be applied to other scenarios which can be treated as different forms of communication over parallel channels.",Igal Sason,http://arxiv.org/pdf/cs/0508072v1,2005-08-16T05:51:47Z,2005-08-16T05:51:47Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0501038v1,"Data Tastes Better Seasoned: Introducing the ASH Family of Hashing
  Algorithms",over the recent months it has become clear that the current generation of cryptographic hashing algorithms are insufficient to meet future needs. the ash family of algorithms provides modifications to the existing sha-2 family. these modifications are designed with two main goals: 1) providing increased collision resistance. 2) increasing mitigation of security risks post-collision. the unique public/private sections and salt/pepper design elements provide increased flexibility for a broad range of applications. the ash family is a new generation of cryptographic hashing algorithms.,D. J. Capelis,http://arxiv.org/pdf/cs/0501038v1,2005-01-19T10:28:47Z,2005-01-19T10:28:47Z,cs.CR,"['cs.CR', 'E.3']",2005,cs,CR
cs/0502054v1,Improved Tag Set Design and Multiplexing Algorithms for Universal Arrays,"in this paper we address two optimization problems arising in the design of genomic assays based on universal tag arrays. first, we address the universal array tag set design problem. for this problem, we extend previous formulations to incorporate antitag-to-antitag hybridization constraints in addition to constraints on antitag-to-tag hybridization specificity, establish a constructive upper bound on the maximum number of tags satisfying the extended constraints, and propose a simple greedy tag selection algorithm. second, we give methods for improving the multiplexing rate in large-scale genomic assays by combining primer selection with tag assignment. experimental results on simulated data show that this integrated optimization leads to reductions of up to 50% in the number of required arrays.",Ion I. Mandoiu,http://arxiv.org/pdf/cs/0502054v1,2005-02-10T20:20:53Z,2005-02-10T20:20:53Z,cs.DS,"['cs.DS', 'F.2.2']",2005,cs,DS
cs/0504102v1,"Spectral Orbits and Peak-to-Average Power Ratio of Boolean Functions
  with respect to the {I,H,N}^n Transform","we enumerate the inequivalent self-dual additive codes over gf(4) of blocklength n, thereby extending the sequence a090899 in the on-line encyclopedia of integer sequences from n = 9 to n = 12. these codes have a well-known interpretation as quantum codes. they can also be represented by graphs, where a simple graph operation generates the orbits of equivalent codes. we highlight the regularity and structure of some graphs that correspond to codes with high distance. the codes can also be interpreted as quadratic boolean functions, where inequivalence takes on a spectral meaning. in this context we define par_ihn, peak-to-average power ratio with respect to the {i,h,n}^n transform set. we prove that par_ihn of a boolean function is equivalent to the the size of the maximum independent set over the associated orbit of graphs. finally we propose a construction technique to generate boolean functions with low par_ihn and algebraic degree higher than 2.",Lars Eirik Danielsen,http://arxiv.org/pdf/cs/0504102v1,2005-04-25T11:32:25Z,2005-04-25T11:32:25Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0512078v1,"Graph-Cover Decoding and Finite-Length Analysis of Message-Passing
  Iterative Decoding of LDPC Codes","the goal of the present paper is the derivation of a framework for the finite-length analysis of message-passing iterative decoding of low-density parity-check codes. to this end we introduce the concept of graph-cover decoding. whereas in maximum-likelihood decoding all codewords in a code are competing to be the best explanation of the received vector, under graph-cover decoding all codewords in all finite covers of a tanner graph representation of the code are competing to be the best explanation. we are interested in graph-cover decoding because it is a theoretical tool that can be used to show connections between linear programming decoding and message-passing iterative decoding. namely, on the one hand it turns out that graph-cover decoding is essentially equivalent to linear programming decoding. on the other hand, because iterative, locally operating decoding algorithms like message-passing iterative decoding cannot distinguish the underlying tanner graph from any covering graph, graph-cover decoding can serve as a model to explain the behavior of message-passing iterative decoding. understanding the behavior of graph-cover decoding is tantamount to understanding the so-called fundamental polytope. therefore, we give some characterizations of this polytope and explain its relation to earlier concepts that were introduced to understand the behavior of message-passing iterative decoding for finite-length codes.",Pascal O. Vontobel,http://arxiv.org/pdf/cs/0512078v1,2005-12-20T10:41:58Z,2005-12-20T10:41:58Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0511104v1,"Channel Model and Upper Bound on the Information Capacity of the Fiber
  Optical Communication Channel Based on the Effects of XPM Induced
  Nonlinearity","an upper bound to the information capacity of a wavelength-division multi- plexed optical fiber communication system is derived in a model incorporating the nonlinear propagation effects of cross-phase modulation (xpm). this work is based on the paper by mitra et al., finding lower bounds to the channel capacity, in which physical models for propagation are used to calculate statistical properties of the conditional probability distribution relating input and output in a single wdm channel. in this paper we present a tractable channel model incorporating the effects of cross phase modulation. using this model we find an upper bound to the information capacity of the fiber optical communication channel at high snr. the results provide physical insight into the manner in which nonlinearities degrade the information capacity.",Hossein Kakavand,http://arxiv.org/pdf/cs/0511104v1,2005-11-30T01:17:52Z,2005-11-30T01:17:52Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0502026v25,Quantum mechanics can provide unbiased result,getting an unbiased result is a remarkably long standing problem of collective observation/measurement. it is pointed out that quantum coin tossing can generate unbiased result defeating dishonesty.,Arindam Mitra,http://arxiv.org/pdf/cs/0502026v25,2005-02-04T15:46:29Z,2009-01-14T15:56:41Z,cs.CR,['cs.CR'],2005,cs,CR
cs/0501051v1,On the Capacity of Multiple Antenna Systems in Rician Fading,"the effect of rician-ness on the capacity of multiple antenna systems is investigated under the assumption that channel state information (csi) is available only at the receiver. the average-power-constrained capacity of such systems is considered under two different assumptions on the knowledge about the fading available at the transmitter: the case in which the transmitter has no knowledge of fading at all, and the case in which the transmitter has knowledge of the distribution of the fading process but not the instantaneous csi. the exact capacity is given for the former case while capacity bounds are derived for the latter case. a new signalling scheme is also proposed for the latter case and it is shown that by exploiting the knowledge of rician-ness at the transmitter via this signalling scheme, significant capacity gain can be achieved. the derived capacity bounds are evaluated explicitly to provide numerical results in some representative situations.",Sudharman K. Jayaweera,http://arxiv.org/pdf/cs/0501051v1,2005-01-21T19:33:51Z,2005-01-21T19:33:51Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0506039v1,Antenna array geometry and coding performance,"this paper provides details about experiments in realistic, urban, and frequency flat channels with space-time coding that specifically examines the impact of the number of receive antennas and the design criteria for code selection on the performance. also the performance characteristics are examined of the coded modulations in the presence of finite size array geometries. this paper gives some insight into which of the theories are most useful in realistic deployments.",Weijun Zhu,http://arxiv.org/pdf/cs/0506039v1,2005-06-11T02:38:26Z,2005-06-11T02:38:26Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0512048v1,"Spatial Precoder Design for Space-Time Coded MIMO Systems: Based on
  Fixed Parameters of MIMO Channels","in this paper, we introduce the novel use of linear spatial precoding based on fixed and known parameters of multiple-input multiple-output (mimo) channels to improve the performance of space-time coded mimo systems. we derive linear spatial precoding schemes for both coherent (channel is known at the receiver) and non-coherent (channel is un-known at the receiver) space-time coded mimo systems. antenna spacing and antenna placement (geometry) are considered as fixed parameters of mimo channels, which are readily known at the transmitter. these precoding schemes exploit the antenna placement information at both ends of the mimo channel to ameliorate the effect of non-ideal antenna placement on the performance of space-time coded systems. in these schemes, the precoder is fixed for given transmit and receive antenna configurations and transmitter does not require any feedback of channel state information (partial or full) from the receiver. closed form solutions for both precoding schemes are presented for systems with up to three receiver antennas. a generalized method is proposed for more than three receiver antennas. we use the coherent space-time block codes (stbc) and differential space-time block codes to analyze the performance of proposed precoding schemes. simulation results show that at low snrs, both precoders give significant performance improvement over a non-precoded system for small antenna aperture sizes.",Tharaka A. Lamahewa,http://arxiv.org/pdf/cs/0512048v1,2005-12-13T02:11:52Z,2005-12-13T02:11:52Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0508064v3,"Layered Orthogonal Lattice Detector for Two Transmit Antenna
  Communications","a novel detector for multiple-input multiple-output (mimo) communications is presented. the algorithm belongs to the class of the lattice detectors, i.e. it finds a reduced complexity solution to the problem of finding the closest vector to the received observations. the algorithm achieves optimal maximum-likelihood (ml) performance in case of two transmit antennas, at the same time keeping a complexity much lower than the exhaustive search-based ml detection technique. also, differently from the state-of-art lattice detector (namely sphere decoder), the proposed algorithm is suitable for a highly parallel hardware architecture and for a reliable bit soft-output information generation, thus making it a promising option for real-time high-data rate transmission.",Massimiliano Siti,http://arxiv.org/pdf/cs/0508064v3,2005-08-12T19:35:11Z,2005-10-22T01:58:29Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0511086v1,"Energy-Efficient Resource Allocation in Time Division Multiple-Access
  over Fading Channels","we investigate energy-efficiency issues and resource allocation policies for time division multi-access (tdma) over fading channels in the power-limited regime. supposing that the channels are frequency-flat block-fading and transmitters have full or quantized channel state information (csi), we first minimize power under a weighted sum-rate constraint and show that the optimal rate and time allocation policies can be obtained by water-filling over realizations of convex envelopes of the minima for cost-reward functions. we then address a related minimization under individual rate constraints and derive the optimal allocation policies via greedy water-filling. using water-filling across frequencies and fading states, we also extend our results to frequency-selective channels. our approaches not only provide fundamental power limits when each user can support an infinite number of capacity-achieving codebooks, but also yield guidelines for practical designs where users can only support a finite number of adaptive modulation and coding (amc) modes with prescribed symbol error probabilities, and also for systems where only discrete-time allocations are allowed.",Xin Wang,http://arxiv.org/pdf/cs/0511086v1,2005-11-24T17:38:49Z,2005-11-24T17:38:49Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0512075v1,"Performance versus Complexity Per Iteration for Low-Density Parity-Check
  Codes: An Information-Theoretic Approach","the paper is focused on the tradeoff between performance and decoding complexity per iteration for ldpc codes in terms of their gap (in rate) to capacity. the study of this tradeoff is done via information-theoretic bounds which also enable to get an indication on the sub-optimality of message-passing iterative decoding algorithms (as compared to optimal ml decoding). the bounds are generalized for parallel channels, and are applied to ensembles of punctured ldpc codes where both intentional and random puncturing are addressed. this work suggests an improvement in the tightness of some information-theoretic bounds which were previously derived by burshtein et al. and by sason and urbanke.",Igal Sason,http://arxiv.org/pdf/cs/0512075v1,2005-12-18T13:22:52Z,2005-12-18T13:22:52Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0501071v1,"Capacity Regions and Optimal Power Allocation for Groupwise Multiuser
  Detection","in this paper, optimal power allocation and capacity regions are derived for gsic (groupwise successive interference cancellation) systems operating in multipath fading channels, under imperfect channel estimation conditions. it is shown that the impact of channel estimation errors on the system capacity is two-fold: it affects the receivers' performance within a group of users, as well as the cancellation performance (through cancellation errors). an iterative power allocation algorithm is derived, based on which it can be shown that the total required received power is minimized when the groups are ordered according to their cancellation errors, and the first detected group has the smallest cancellation error.   performace/complexity tradeoff issues are also discussed by directly comparing the system capacity for different implementations: gsic with linear minimum-mean-square error (lmmse) receivers within the detection groups, gsic with matched filter receivers, multicode lmmse systems, and simple all matched filter receivers systems.",C. Comaniciu,http://arxiv.org/pdf/cs/0501071v1,2005-01-24T21:20:05Z,2005-01-24T21:20:05Z,cs.IT,"['cs.IT', 'math.IT', 'C.2.1']",2005,cs,IT
cs/0512075v1,"Performance versus Complexity Per Iteration for Low-Density Parity-Check
  Codes: An Information-Theoretic Approach","the paper is focused on the tradeoff between performance and decoding complexity per iteration for ldpc codes in terms of their gap (in rate) to capacity. the study of this tradeoff is done via information-theoretic bounds which also enable to get an indication on the sub-optimality of message-passing iterative decoding algorithms (as compared to optimal ml decoding). the bounds are generalized for parallel channels, and are applied to ensembles of punctured ldpc codes where both intentional and random puncturing are addressed. this work suggests an improvement in the tightness of some information-theoretic bounds which were previously derived by burshtein et al. and by sason and urbanke.",Igal Sason,http://arxiv.org/pdf/cs/0512075v1,2005-12-18T13:22:52Z,2005-12-18T13:22:52Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0505048v1,"Improved Combinatorial Group Testing Algorithms for Real-World Problem
  Sizes","we study practically efficient methods for performing combinatorial group testing. we present efficient non-adaptive and two-stage combinatorial group testing algorithms, which identify the at most d items out of a given set of n items that are defective, using fewer tests for all practical set sizes. for example, our two-stage algorithm matches the information theoretic lower bound for the number of tests in a combinatorial group testing regimen.",David Eppstein,http://arxiv.org/pdf/cs/0505048v1,2005-05-18T20:25:16Z,2005-05-18T20:25:16Z,cs.DS,"['cs.DS', 'F.2.2']",2005,cs,DS
cs/0510067v1,On the Spread of Random Interleaver,"for a given blocklength we determine the number of interleavers which have spread equal to two. using this, we find out the probability that a randomly chosen interleaver has spread two. we show that as blocklength increases, this probability increases but very quickly converges to the value $1-e^{-2} \approx 0.8647$. subsequently, we determine a lower bound on the probability of an interleaver having spread at least $s$. we show that this lower bound converges to the value $e^{-2(s-2)^{2}}$, as the blocklength increases.",Arya Mazumdar,http://arxiv.org/pdf/cs/0510067v1,2005-10-23T14:20:50Z,2005-10-23T14:20:50Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0503088v2,"General non-asymptotic and asymptotic formulas in channel resolvability
  and identification capacity and their application to wire-tap channel","several non-asymptotic formulas are established in channel resolvability and identification capacity, and they are applied to wire-tap channel. by using these formulas, the $\epsilon$ capacities of the above three problems are considered in the most general setting, where no structural assumptions such as the stationary memoryless property are made on a channel. as a result, we solve an open problem proposed in han & verdu and han. moreover, we obtain lower bounds of the exponents of error probability and the wire-tapper's information in wire-tap channel.",Masahito Hayashi,http://arxiv.org/pdf/cs/0503088v2,2005-03-31T05:16:29Z,2005-12-22T09:19:34Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0506036v1,Non prefix-free codes for constrained sequences,"in this paper we consider the use of variable length non prefix-free codes for coding constrained sequences of symbols. we suppose to have a markov source where some state transitions are impossible, i.e. the stochastic matrix associated with the markov chain has some null entries. we show that classic kraft inequality is not a necessary condition, in general, for unique decodability under the above hypothesis and we propose a relaxed necessary inequality condition. this allows, in some cases, the use of non prefix-free codes that can give very good performance, both in terms of compression and computational efficiency. some considerations are made on the relation between the proposed approach and other existing coding paradigms.",Marco Dalai,http://arxiv.org/pdf/cs/0506036v1,2005-06-10T16:27:48Z,2005-06-10T16:27:48Z,cs.IT,"['cs.IT', 'math.IT', 'E.4; H.1.1']",2005,cs,IT
cs/0503060v1,Multi-Dimensional Hash Chains and Application to Micropayment Schemes,"one-way hash chains have been used in many micropayment schemes due to their simplicity and efficiency. in this paper we introduce the notion of multi-dimensional hash chains, which is a new generalization of traditional one-way hash chains. we show that this construction has storage-computational complexity of o(logn) per chain element, which is comparable with the best result reported in recent literature. based on multi-dimensional hash chains, we then propose two cash-like micropayment schemes, which have a number of advantages in terms of efficiency and security. we also point out some possible improvements to payword and similar schemes by using multi-dimensional hash chains",Quan Son Nguyen,http://arxiv.org/pdf/cs/0503060v1,2005-03-23T09:15:40Z,2005-03-23T09:15:40Z,cs.CR,"['cs.CR', 'K.4.4; D.4.6']",2005,cs,CR
cs/0512081v1,De Dictionariis Dynamicis Pauco Spatio Utentibus,"we develop dynamic dictionaries on the word ram that use asymptotically optimal space, up to constant factors, subject to insertions and deletions, and subject to supporting perfect-hashing queries and/or membership queries, each operation in constant time with high probability. when supporting only membership queries, we attain the optimal space bound of theta(n lg(u/n)) bits, where n and u are the sizes of the dictionary and the universe, respectively. previous dictionaries either did not achieve this space bound or had time bounds that were only expected and amortized. when supporting perfect-hashing queries, the optimal space bound depends on the range {1,2,...,n+t} of hashcodes allowed as output. we prove that the optimal space bound is theta(n lglg(u/n) + n lg(n/(t+1))) bits when supporting only perfect-hashing queries, and it is theta(n lg(u/n) + n lg(n/(t+1))) bits when also supporting membership queries. all upper bounds are new, as is the omega(n lg(n/(t+1))) lower bound.",Erik D. Demaine,http://arxiv.org/pdf/cs/0512081v1,2005-12-20T23:01:41Z,2005-12-20T23:01:41Z,cs.DS,['cs.DS'],2005,cs,DS
cs/0510044v2,Belief Propagation Based Multi--User Detection,"we apply belief propagation (bp) to multi--user detection in a spread spectrum system, under the assumption of gaussian symbols. we prove that bp is both convergent and allows to estimate the correct conditional expectation of the input symbols. it is therefore an optimal --minimum mean square error-- detection algorithm. this suggests the possibility of designing bp detection algorithms for more general systems. as a byproduct we rederive the tse-hanly formula for minimum mean square error without any recourse to random matrix theory.",Andrea Montanari,http://arxiv.org/pdf/cs/0510044v2,2005-10-16T16:05:31Z,2006-05-22T10:56:18Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0506018v1,"On the Achievable Diversity-Multiplexing Tradeoffs in Half-Duplex
  Cooperative Channels","in this paper, we propose novel cooperative transmission protocols for delay limited coherent fading channels consisting of n (half-duplex and single-antenna) partners and one cell site. in our work, we differentiate between the relay, cooperative broadcast (down-link), and cooperative multiple-access (up-link) channels. for the relay channel, we investigate two classes of cooperation schemes; namely, amplify and forward (af) protocols and decode and forward (df) protocols. for the first class, we establish an upper bound on the achievable diversity-multiplexing tradeoff with a single relay. we then construct a new af protocol that achieves this upper bound. the proposed algorithm is then extended to the general case with n-1 relays where it is shown to outperform the space-time coded protocol of laneman and worenell without requiring decoding/encoding at the relays. for the class of df protocols, we develop a dynamic decode and forward (ddf) protocol that achieves the optimal tradeoff for multiplexing gains 0 < r < 1/n. furthermore, with a single relay, the ddf protocol is shown to dominate the class of af protocols for all multiplexing gains. the superiority of the ddf protocol is shown to be more significant in the cooperative broadcast channel. the situation is reversed in the cooperative multiple-access channel where we propose a new af protocol that achieves the optimal tradeoff for all multiplexing gains. a distinguishing feature of the proposed protocols in the three scenarios is that they do not rely on orthogonal subspaces, allowing for a more efficient use of resources. in fact, using our results one can argue that the sub-optimality of previously proposed protocols stems from their use of orthogonal subspaces rather than the half-duplex constraint.",Kambiz Azarian,http://arxiv.org/pdf/cs/0506018v1,2005-06-07T02:30:28Z,2005-06-07T02:30:28Z,cs.IT,"['cs.IT', 'math.IT', 'E.4']",2005,cs,IT
cs/0512028v1,"Approximately universal optimality over several dynamic and non-dynamic
  cooperative diversity schemes for wireless networks","in this work we explicitly provide the first ever optimal, with respect to the zheng-tse diversity multiplexing gain (d-mg) tradeoff, cooperative diversity schemes for wireless relay networks. the schemes are based on variants of perfect space-time codes and are optimal for any number of users and all statistically symmetric (and in some cases, asymmetric) fading distributions.   we deduce that, with respect to the d-mg tradeoff, channel knowledge at the intermediate relays and infinite delay are unnecessary. we also show that the non-dynamic selection decode and forward strategy, the non-dynamic amplify and forward, the non-dynamic receive and forward, the dynamic amplify and forward and the dynamic receive and forward cooperative diversity strategies allow for exactly the same d-mg optimal performance.",Petros Elia,http://arxiv.org/pdf/cs/0512028v1,2005-12-07T21:16:51Z,2005-12-07T21:16:51Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0508008v3,"The accurate optimal-success/error-rate calculations applied to the
  realizations of the reliable and short-period integer ambiguity resolution in
  carrier-phase GPS/GNSS positioning","the maximum-marginal-a-posteriori success rate of statistical decision under multivariate gaussian error distribution on an integer lattice is almost rigorously calculated by using union-bound approximation and monte carlo integration. these calculations are applied to the revelation of the various possible realizations of the reliable and short-period integer ambiguity resolution in precise carrier-phase relative positioning by gps/gnss. the theoretical foundation and efficient methodology are systematically developed, and two types of the enhancement of union-bound approximation are proposed and examined.   the results revealed include an extremely high reliability under the condition of accurate carrier-phase measurements and a large number of visible satellites, its heavy degradation caused by the slight amount of differentiated ionospheric delays due to the nonvanishing baseline length between rover and reference receivers, and the advantages of the use of the multiple carrier frequencies. the succeeding initialization of the integer ambiguities is shown to overcome the disadvantageous condition of the nonvanishing baseline length effectively due to the reasonably assumed temporal and spatial constancy of differentiated ionospheric delays.",Kentaro Kondo,http://arxiv.org/pdf/cs/0508008v3,2005-08-02T06:07:58Z,2005-11-08T07:55:12Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0506093v2,"On Maximum Contention-Free Interleavers and Permutation Polynomials over
  Integer Rings","an interleaver is a critical component for the channel coding performance of turbo codes. algebraic constructions are of particular interest because they admit analytical designs and simple, practical hardware implementation. contention-free interleavers have been recently shown to be suitable for parallel decoding of turbo codes. in this correspondence, it is shown that permutation polynomials generate maximum contention-free interleavers, i.e., every factor of the interleaver length becomes a possible degree of parallel processing of the decoder. further, it is shown by computer simulations that turbo codes using these interleavers perform very well for the 3rd generation partnership project (3gpp) standard.",Oscar Y. Takeshita,http://arxiv.org/pdf/cs/0506093v2,2005-06-24T20:30:06Z,2005-11-02T00:06:31Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0506042v1,Tree-Based Construction of LDPC Codes,"we present a construction of ldpc codes that have minimum pseudocodeword weight equal to the minimum distance, and perform well with iterative decoding. the construction involves enumerating a d-regular tree for a fixed number of layers and employing a connection algorithm based on mutually orthogonal latin squares to close the tree. methods are presented for degrees d=p^s and d = p^s+1, for p a prime, -- one of which includes the well-known finite-geometry-based ldpc codes.",Deepak Sridhara,http://arxiv.org/pdf/cs/0506042v1,2005-06-12T09:00:09Z,2005-06-12T09:00:09Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0506016v1,Compressing Probability Distributions,we show how to store good approximations of probability distributions in small space.,Travis Gagie,http://arxiv.org/pdf/cs/0506016v1,2005-06-06T12:28:33Z,2005-06-06T12:28:33Z,cs.IT,"['cs.IT', 'math.IT', 'E.4']",2005,cs,IT
cs/0511039v1,The Generalized Area Theorem and Some of its Consequences,"there is a fundamental relationship between belief propagation and maximum a posteriori decoding. the case of transmission over the binary erasure channel was investigated in detail in a companion paper. this paper investigates the extension to general memoryless channels (paying special attention to the binary case). an area theorem for transmission over general memoryless channels is introduced and some of its many consequences are discussed. we show that this area theorem gives rise to an upper-bound on the maximum a posteriori threshold for sparse graph codes. in situations where this bound is tight, the extrinsic soft bit estimates delivered by the belief propagation decoder coincide with the correct a posteriori probabilities above the maximum a posteriori threshold. more generally, it is conjectured that the fundamental relationship between the maximum a posteriori and the belief propagation decoder which was observed for transmission over the binary erasure channel carries over to the general case. we finally demonstrate that in order for the design rate of an ensemble to approach the capacity under belief propagation decoding the component codes have to be perfectly matched, a statement which is well known for the special case of transmission over the binary erasure channel.",Cyril Measson,http://arxiv.org/pdf/cs/0511039v1,2005-11-09T10:31:26Z,2005-11-09T10:31:26Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0508008v3,"The accurate optimal-success/error-rate calculations applied to the
  realizations of the reliable and short-period integer ambiguity resolution in
  carrier-phase GPS/GNSS positioning","the maximum-marginal-a-posteriori success rate of statistical decision under multivariate gaussian error distribution on an integer lattice is almost rigorously calculated by using union-bound approximation and monte carlo integration. these calculations are applied to the revelation of the various possible realizations of the reliable and short-period integer ambiguity resolution in precise carrier-phase relative positioning by gps/gnss. the theoretical foundation and efficient methodology are systematically developed, and two types of the enhancement of union-bound approximation are proposed and examined.   the results revealed include an extremely high reliability under the condition of accurate carrier-phase measurements and a large number of visible satellites, its heavy degradation caused by the slight amount of differentiated ionospheric delays due to the nonvanishing baseline length between rover and reference receivers, and the advantages of the use of the multiple carrier frequencies. the succeeding initialization of the integer ambiguities is shown to overcome the disadvantageous condition of the nonvanishing baseline length effectively due to the reasonably assumed temporal and spatial constancy of differentiated ionospheric delays.",Kentaro Kondo,http://arxiv.org/pdf/cs/0508008v3,2005-08-02T06:07:58Z,2005-11-08T07:55:12Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0509065v1,On Deciding Deep Holes of Reed-Solomon Codes,"for generalized reed-solomon codes, it has been proved \cite{guruswamiva05} that the problem of determining if a received word is a deep hole is co-np-complete. the reduction relies on the fact that the evaluation set of the code can be exponential in the length of the code -- a property that practical codes do not usually possess. in this paper, we first presented a much simpler proof of the same result. we then consider the problem for standard reed-solomon codes, i.e. the evaluation set consists of all the nonzero elements in the field. we reduce the problem of identifying deep holes to deciding whether an absolutely irreducible hypersurface over a finite field contains a rational point whose coordinates are pairwise distinct and nonzero. by applying schmidt and cafure-matera estimation of rational points on algebraic varieties, we prove that the received vector $(f(\alpha))_{\alpha \in \f_q}$ for reed-solomon $[q,k]_q$, $k < q^{1/7 - \epsilon}$, cannot be a deep hole, whenever $f(x)$ is a polynomial of degree $k+d$ for $1\leq d < q^{3/13 -\epsilon}$.",Qi Cheng,http://arxiv.org/pdf/cs/0509065v1,2005-09-21T15:52:01Z,2005-09-21T15:52:01Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
cs/0502033v1,Pseudo-Codewords of Cycle Codes via Zeta Functions,"cycle codes are a special case of low-density parity-check (ldpc) codes and as such can be decoded using an iterative message-passing decoding algorithm on the associated tanner graph. the existence of pseudo-codewords is known to cause the decoding algorithm to fail in certain instances. in this paper, we draw a connection between pseudo-codewords of cycle codes and the so-called edge zeta function of the associated normal graph and show how the newton polyhedron of the zeta function equals the fundamental cone of the code, which plays a crucial role in characterizing the performance of iterative decoding algorithms.",Ralf Koetter,http://arxiv.org/pdf/cs/0502033v1,2005-02-06T03:26:37Z,2005-02-06T03:26:37Z,cs.IT,"['cs.IT', 'math.IT', 'E.4']",2005,cs,IT
cs/0506086v1,"Large System Decentralized Detection Performance Under Communication
  Constraints","the problem of decentralized detection in a sensor network subjected to a total average power constraint and all nodes sharing a common bandwidth is investigated. the bandwidth constraint is taken into account by assuming non-orthogonal communication between sensors and the data fusion center via direct-sequence code-division multiple-access (ds-cdma). in the case of large sensor systems and random spreading, the asymptotic decentralized detection performance is derived assuming independent and identically distributed (iid) sensor observations via random matrix theory. the results show that, even under both power and bandwidth constraints, it is better to combine many not-so-good local decisions rather than relying on one (or a few) very-good local decisions.",Sudharman K. Jayaweera,http://arxiv.org/pdf/cs/0506086v1,2005-06-22T22:30:30Z,2005-06-22T22:30:30Z,cs.IT,"['cs.IT', 'math.IT']",2005,cs,IT
